Name,Area,Full_Address,Dining,Veg,zomato_reviews,zomato_ratings,Delivery Reviews,KnownFor,PopularDishes,PeopleKnownFor,AverageCost
"Rollick- Ice Creams, Cakes & Desserts","Park Street Area, Kolkata","1A, Russel Street, Park Street Area, Kolkata",1,0,441,4.1,1925,,"Chocolate Explosion, Ice Cream Sundae, Chocolate Fudge, Sundae, Icecream, Brownie","Pocket Friendly, Courteous Staff, Student Crowd, Seating, Presentation, Good Ambience",200
New Paul Dhaba Delight,"Maniktala, Kolkata","167A, Vivekanand Road, Maniktala, Kolkata",0,0,0,3.7,4627,,,,150
Zeeshan Restaurant,"Park Circus Area, Kolkata","17, Syed Amir Ali Avenue, Park Circus Area, Kolkata",1,0,1463,3.9,8005,,"Chicken Bara Kebab, Mutton Shammi, Tangdi Chicken, Mutton Chaanp, Mutton Tikia, Haleem","Ample Seating Area, Gastronomical Experience, Great Value, Cleanliness, Family Crowd, Best Places",600
Eagle Bites Pizza,"Ruby Hospital Area, Kolkata","24, Sarada Pally, Block D, Near Tagore Park, Ruby Hospital Area, Kolkata",1,0,1708,3.7,16100,,"Triple Chocolate Sweetzza, Cheesy Garlic Scroll, Chicken Extravaganza, Seekh Kebab Roll, Baked Pizza, Pineapple Pizza","Ample Seating Area, Family Place, Affordable Rate, Relaxed Atmosphere, Fresh Ingredients, New Menu",800
Oh! Calcutta,"Forum Mall, Elgin, Kolkata","10/3, 4th Floor, Forum Mall, Elgin Road, Near Elgin, Kolkata",1,0,1997,4.4,1291,Bengali Cuisine & Weekend Lunch Buffet,"Smoked Hilsa, Railway Mutton, Kacha Lonka Murgi, Boneless Hilsa, Gondhoraj Bhetki, Chingri Macher Malaikari","Intimate Setting, Sophisticated, Worth the Price, Serving Size, Wonderful Service, More Variety",2000
Gusto Pizza,"Kalighat, Kolkata","18A, Lake Market, Parasar Road, Kalighat, Kolkata",0,0,0,3.9,2874,,"Cheese Burst, Bacon, Wings, Pizzas","Delicious Taste, Proper Packaging, Worth the Money, Great Portions, Extensive Menu, Elaborate Menu",250
fnpCakes ‘n’ more,"Elgin, Kolkata","13, Lala Lajpat Roy, Sarani, Elgin, Kolkata",0,0,0,4.1,1985,,,,150
Ovenstory Pizza,"Ballygunge, Kolkata","29, 1st Lane, Ballygunge, Kolkata",0,0,0,4,1658,,,"Proper Packaging, Worth the Money, Extensive Menu, Great Portions, Fresh Food, Timely Service",250
Anand Restaurant,"Chandni Chowk, Kolkata","19, C.R Avenue, Near Dalhousie Square Area, Chandni Chowk, Kolkata",1,1,1302,4.3,4635,Legendary south Indian servings,"Vada Sambar, Filtered Coffee, Sambhar, Dahi Vada, Chole, Idli","Pure Veg, Decent Ambience, South Indian Food, Ample Seating Area, Family Restaurant, Polite",500
Faasos - Wraps & Rolls,"Ballygunge, Kolkata","29, 1st Lane, Ballygunge, Kolkata",0,0,0,4.1,3105,,,"Tamper Proof Packaging, Customizable Food, Great Portions, Worth the Money, Timely Service, Elaborate Menu",200
Just Baked,"Paddapukur, Kolkata","29, Beltala Road, Paddapukur, Kolkata",0,0,0,4,35,,,,50
Burger In Law-The Delivery Kitchen,"Kasba, Kolkata","15, Swinhoe Lane, Kasba, Kolkata",0,0,0,4,3893,,"Hazelnut Mocha, Classic Chicken Burger, Cheesy Fries, Burgers, Chicken Wings","Packing, Flavour, Price, Quantity",150
Bhooter Raja Dilo Bar,"Jadavpur, Kolkata","174, 175 & 179, Block C, Raja S.C. Mallick Road, Jadavpur, Kolkata",1,0,682,3.9,7771,Authentic Bengali Food,"Begun Basanti, Kochu Chingri, Bengali Pulao, Mochar Ghonto, Daab Chingri, Bhetki Paturi","Themed Decor, Pocket Friendly Restaurant, Song, Good for Large Groups, Family Place, Nice Concept",450
Apna Dhaba,"Bhawanipur, Kolkata","Shop 13, Harish Mukherjee Road, Bhawanipur, Kolkata",1,0,491,4.1,29600,,"Panneer Butter Masala, Dal Tadka, Kadhai Paneer, Tea, Roti","Dhaba Feel, Good for Large Groups, Great Value, Food Quantity, Nice Food, Tasty Food",400
Pabrai's Fresh And Naturelle Ice Cream,"Jodhpur Park, Kolkata","1/428, Ward 93, Gariahat Road, Jodhpur Park, Kolkata",1,0,18,4.4,906,,,"Awesome Spot to Hangout, Excellent Location, Fresh Food with Good Quality, Food Presentation, Extensive Menu, Timely Service",200
Govinda's,"Ballygunge, Kolkata","22, Iskcon House, Gurusaday Road, Ballygunge, Kolkata",1,1,828,4.1,2402,"Serving pure vegetarian food across Indian and Chinese cuisines, with devotion","Tiranga Paneer, Thali, Paneer Butter Masala, Dal Makhani, Sweets","Family Favorite, Comfortable Seating Area, Gastronomical Experience, Family Restaurant, Amazing Food, Courteous Staff",750
Krazzy For Waffle,"Paddapukur, Kolkata","33a, Sarat Bose Road, Paddapukur, Kolkata",1,0,17,3.5,1019,,,"Best Staff, Student Crowd, Best Food under Best Budget, Elaborate Menu, Customizable Food, Good Quality",500
The Super Snack Bar,"Loudon Street Area, Kolkata","12, Dr U.N. Brahmachari Street, Near Belleveu Hospital, Loudon Street Area, Kolkata",1,1,201,4,809,,"Chola Bhatura, Sambhar, Idli, Masala Dosa, Coffee, Pizza","Quick Service, Location, Nice Place, Good Place, Ambiance, Value for Money",400
Anokha Baghicha,"Park Circus Area, Kolkata","173, Park Street, Park Circus Area, Kolkata",0,0,471,3.9,21000,,"Dry Chicken, Raita, Chicken Biryani, Fried Rice","Comfortable Seating Area, Family Place, Nice Food, Good Quantity, Good Taste, Good Service",700
Sufi Palace,"College Street, Kolkata","113, Mahatma Gandhi Road, College Street, Kolkata",1,0,863,4.2,7380,,"Chicken Methi Malai, Masala Tikka, Chicken Kebab Platter, Mutton Tikia, Special Mutton Biryani, Firni","Rooftop Ambience, Affordable, Ample Seating Area, Calm, Reasonable Rate, Ambience was Super Cool",700
Jashoda Mistanna Bhandar,"Taltala, Kolkata","50/1, S.N  Banerjee Road, Taltala, Kolkata",0,1,0,4.3,4336,,"Misti Dahi, Rasagulla, Kalakand, Sandesh, Sweets, Platter","Proper Packaging, Extensive Menu, Worth the Money, Great Portions, Value for Money, Timely Service",100
Tandoor Park,"Dhakuria, Kolkata","28/4, Gariahat Road, Opposite Jodhpur Park Post Office, Dhakuria, Kolkata",1,0,2627,4.2,6978,"Good food, better ambiance!","Bharwan Tengri, Mutton Peshwari, Tandoor Murgh, Chicken Rara Masala, Vodka Cocktail, Tikka Makhani","Lightings, Serving Size, Comfortable Seating, Nice Location, Cozy Ambience, Affordable",900
Haji Shaheb,"Bhawanipur, Kolkata","33, Ashutosh Mukherjee Road, Bhawanipur, Kolkata",1,0,391,4.1,8486,,,"Polite Staff, Hygiene, Tasty, Great Place, Good Food, Food Quality",450
Gupta Brothers,"Park Street Area, Kolkata","12B/2, Ground Floor, Park Street Area, Kolkata",1,0,9,3.7,1798,,,,350
The Perfect Match,"Bhawanipur, Kolkata","31b, Ramesh Mitra Road, Bhawanipur, Kolkata",0,0,0,4.2,3489,,"Paneer Lababdar, Kimchi, Manchurian, Dal Makhani, Thali, Salad","Combos, Tamper Proof Packaging, Extensive Menu, Worth the Money, Great Portions, Value for Money",200
The 6 Russel Street,"Theatre Road, Kolkata","6, Anandilal Poddar Sarani, Ward 63, Theatre Road, Kolkata",0,0,0,3.9,7804,,"Bhetki Roll, Chicken Roll, Sandwiches, Fish Fry","Tasty, Reasonable Price, Timely Service, Spicy, Good Food, Great Portions",150
Ashraf Biryani Centre,"Topsia, Kolkata","14, Kustia Road, Topsia, Kolkata",1,0,208,4,2192,,,,250
The Cake Xpress,"Minto Park, Kolkata","8/1/3, Loudon Street, Near Shushila Devi Birla School, Minto Park, Kolkata",0,0,0,3.7,401,,,"Customizable Food, Worth the Money, Elaborate Menu, Good Quality, Timely Service, Fresh Food",50
Sharma Dhaba,"Ballygunge, Kolkata","17/1B, Ballygunge Circular Road, Near Ballygunge Maidan Camp, Ballygunge, Kolkata",1,0,997,3.9,9888,The Great Indian Dhaba Food!,"Liver Masala, Tangdi Kabab, Roomali Roti, Chai, Chicken Bharta, Chicken Tandoori","Great Seating Capacity, Very Cheap, Desi Vibes, Pocket Friendly, Yummy Food, Parking",700
Petuk Bangali,"Maniktala, Kolkata","20, Vidyasagar Street, Maniktala, Kolkata",0,0,0,4,955,,,"Delicious Taste, Mouth Watering Food, Affordable Prices, Spill Proof Packaging, Best Food under Best Budget, Extensive Menu",250
Sweet Truth - Cake and Desserts,"Alipore, Kolkata","Premises 2, Ground Floor, Agrawal House, Ward 75, Munshi Premchand Road, Alipore, Kolkata",0,0,0,4.1,265,,,,300
Bedouin - Sher-E-Bengal,"Gariahat, Kolkata","200/2B, Rash Behari Avenue, Gariahat, Kolkata",1,0,1049,4.2,1295,,"Chicken Lababdar Masala, Crunchy Chicken, Mughlai Food, Butter Nan, Tandoori Chicken, Chicken Bharta","Good for Large Groups, Themed Decor, Prime Location, Servicing, Family Place, Good Location",600
Shawarma Nation,"Bhawanipur, Kolkata","130/1, Bakul Bagan Road, Bhawanipur, Kolkata",0,0,0,4,75,,,,250
Chez - Pan Oriental Kitchen,"Southern Avenue, Kolkata","16/5, Hemanta Mukherjee Sarani, Southern Avenue, Kolkata",1,0,5,4.2,5362,,"Dumplings, Pork, Mixed Fried Rice, Curry, Soup, Fish","Generous Portions, Spill Proof Packaging, Flavour, Worth the Money, Quantity, Food Quality",800
Dimpi,"Shyam Bazar, Kolkata","128/8A, Bidhan Sarani, Five Point Crossing, Shyam Bazar, Kolkata",1,1,639,4,6280,,"Stuffed Potato, Mixed Vegetables, Hot Gulab Jamun, Kulfi, Lassi, Dosa","Not very Crowded, Great Ambiance, Prompt Service, Polite Staff, Seating, Environment",400
Banana Leaf @ Komala Vilas,"Lake Market Area, Kolkata","75, Rashi Behari Avenue, Lake Market Area, Kolkata",1,0,1755,4.1,940,Authentic South Indian Cuisine,"Cheese Butter Masala, Uttapam Platter, South Indian Meals, Idli Platter, Sada Vada, Filtered Coffee","South Indian Food, Affordable, Family Place, Clean, Themed Decor, Authentic Taste",500
Shree Ram Dhaba,"Bara Bazar, Kolkata","147/1B, Mahatma Gandhi Road, Bara Bazar, Kolkata",1,0,242,4.1,3670,,,"Casual Seating Area, Lip Smacking Food, Prompt Service, Great Food, Worth the Money, Good Food",200
Punjabi Paratha,"Bhawanipur, Kolkata","1/1A, Ganga Prasad Mukherjee Road, Opposite Canara Bank, Bhawanipur, Kolkata",0,0,0,4.3,2577,,,"Worth the Money, Quality, Price, Food",100
Arun Tea Stall,"Theatre Road, Kolkata","25/1, Shakespeare Sarani, Theatre Road, Kolkata",0,1,0,4.1,7189,The famous chai break adda for students!,"Club Kachori, Chai, Samosa, Tea, Gulab Jamun, Snacks","Economical, Great Recommendations, Breakfast, Prompt Service, Flavour, Quality",100
Food@99,"Topsia, Kolkata","15A, 4th Floor, Hossain Manzil, GJ Khan Road, Tiljala, Topsia, Kolkata",0,0,0,3.9,731,,,,200
Chili's Grill & Bar,"Quest Mall, Ballygunge, Kolkata","33, 4th Floor, Quest Mall, Syed Ali Amir Avenue, Ballygunge, Kolkata",1,0,8457,4,3844,Customer Friendly Staff and Huge Beer Mugs!,"Country Style Chicken, Classic Chicken Fajita, Steak Fajita, Cherry Cola, Orleans Jambalaya, Triple Dipper Platter","Good Server, Efficient Staff, Friendly Stuff, Great Host, Lovely Service, Fantastic Service",1200
Alishan Biryani,"Entally, Kolkata","P-119, CIT Road, Entally, Kolkata",1,0,169,3.6,4672,,,,200
Peter Cat,"Park Street Area, Kolkata","18A, Park Street, Park Street Area, Kolkata",1,0,12700,4.1,7450,Pioneer of Kolkata's famous Chelo Kebabs,"Chicken Marakesh, Pistachio Ice Cream, Fish Meuniere, Prawn Butter Masala, Fish Makhmali Kebab, Sizzling Chicken","Family Favorite, Courteous Waiters, Retro Ambience, Classic Ambience, Sophisticated Ambience, Valet Service",1000
Zafran,"Entally, Kolkata","28/2C, Hare Krishna Konar Road, Entally, Kolkata",1,0,354,4.2,2961,,,"Good with Reasonable Price, Polite Staff, Portion, Food Quality",400
Dosa Coffee,"Elgin, Kolkata","11/1, Ideal Plaza, Sarat Bose Road, Elgin, Kolkata",1,0,350,3.9,1670,,"Ghee Roast Dosa, Mysore Dosa, Chutneys, Sambhar, Vada, Coffee","Customizable Dishes, Polite Staff, South Indian Food, Authentic Taste, Weekend Brunch, Family Crowd",400
New Noodle King,"Park Street Area, Kolkata","51, Rafi Ahmed Kidwai Road, Park Street Area, Kolkata",1,0,10,3.9,1283,,,"Worth the Money, Great Portions, Delicious Food, Timely Service, Quality",400
Krazy For Chocolates,"Minto Park, Kolkata","6, The Regency, Hungerford Street, Minto Park, Kolkata",1,0,175,4.1,945,,"Cupcakes, Pastry, Cheesecake, Chocolate, Desserts",,500
Bombay Shiv Sagar,"Pantaloons, Camac Street Area, Kolkata","1st Floor, Pantaloons Building, Block B, 22, Camac Street Area, Kolkata",1,0,1461,4.1,4254,,"Gadbad Ice Cream, Veg Kolhapuri, Fruit Juices, Paw Bhaji, Chola Bhatura, Butter Paneer","Great Food Great Service, New Look, Comfortable Seating Area, Pure Veg, Simple Decor, Family Restaurant",650
New Madras Tiffin,"Hatibagan, Kolkata","138, Bidhan Sarani, Hatibagan, Kolkata",1,1,341,4.4,3106,South Indian Delights,"Mysore Dosa, Dhania Dosa, Upma, Kulfi, Dahi Vada, Idli","Comfortable Seating Area, Service Time, South Indian Food, Seating Arrangement, Tasty, Hospitality",400
Land Of Cakes ,"Taltala, Kolkata","69A, Lenin Sarani, 3rd Floor, Taltala, Kolkata",0,0,0,4.4,173,,,"Food Presentation, Worth the Money, Timely Service, Delicious Food, Taste",350
Bachan's Dhaba,"Kalighat, Kolkata","T 39A, Rash Behari Avenue, Kalighat, Kolkata",1,0,2520,4.1,8546,,"Yellow Dal Tadka, Mutton Masala, Chicken Reshmi Masala, Egg Tarka, Roomali Roti, Kulfi","Great Seating Capacity, Very Cheap, Desi Vibes, Vibrant Interiors, Online Delivery, Pocket Friendly",500
Hotel Sathi,"Kalighat, Kolkata","39B, Rash Behari Avenue, Kalighat, Kolkata",1,0,436,3.7,33200,,"Kashmiri Aloo, Rumali Roti, Mutton Kosha, Rolls, Kebabs","Ample Seating Area, Good Taste, Awesome Food, Reasonable Price, Great Food, Good Food",500
Rang De Basanti Dhaba,"Hazra, Kolkata","1, Andul Raj Road, Ward 84, Hazra, Kolkata",0,0,0,3.9,1060,,,"Healthy and Delicious, Fresh Food with Good Quality, Spill Proof Packaging, Mouth Watering Food, Affordable Prices, Food",200
New Arsalan Biryani,"Tangra, Kolkata","72, Christopher Road, Borough- VII, Tangra, Kolkata",1,0,0,3.9,256,,,,300
Glacé Patisserie,"Kasba, Kolkata","1G, 1st Floor, Natore Park, Ward 67, Kasba, Kolkata",1,0,425,4.1,4316,,"Caramel Pastry, Macaroons, Strawberry Cake, Quiche, Chocolate Truffle, Red Velvet Cake","Everything is Perfect, Pretty Decor, Affordable, Owner, Wonderful Presentation, Spill Proof Packaging",450
Desi Streat,"Quest Mall, Ballygunge, Kolkata","33, Floor 4, Quest Mall, Syed Ali Amir Avenue, Ballygunge, Kolkata",0,1,146,4.1,1099,,"Mysore Masala Dosa, Raj Kachori, Chaat, Chutneys, Sambhar","Street Food, South Indian Food, Good Place, Good Food, Prices, Service",300
Indies,"Camac Street Area, Kolkata","24A, Shakespeare Sarani, Camac Street Area, Kolkata",1,1,797,3.6,6408,,"Paneer Musallam, Spinach Balls, Crispy American Corn, Dal Makahani, Paneer Tikka Pizza, Sizzling Brownie","Bang for the Buck, Nice Crowd, Soothing Ambience, Elegantly Decorated, Pocket Friendly, Cozy Ambience",850
Hotel Swagath,"Hazra, Kolkata","37, Near Ritchie Road Crossing, Hazra, Kolkata",1,1,348,4.3,1670,,"Cocktail Vada, Chinese Idli, Sambhar, Chutneys, Thali, Dal","Good Ambience, Preparation, Great Place, Tasty, Good Service, Nice Place",750
UNO Pizzeria & Grill,"Park Circus Area, Kolkata","42, Circus Avenue, Park Circus Area, Kolkata",0,0,0,3.9,236,,,,250
Agarwal's Pav Bhaji,"Girish Park, Kolkata","180 - B, Mukhtaram Babu Street, Near Ram Mandir, Girish Park, Kolkata",0,1,265,4,2877,,,"Street Food, Good Crowd, Low Price, Amazing Food, Quick Service, Best Place",150
Ashrafia Tea,"Wellesley, Kolkata","45, Royd Street, Near AG School, Wellesley, Kolkata",1,0,83,4,5395,,,"Best Food under Best Budget, Fresh Food, Good Quality, Price",200
Taj Biryani & Restaurant,"Taltala, Kolkata","114, Lenin Sarani, Moulali Crossing, Near CBSE Office, Taltala, Kolkata",1,0,53,3.8,4049,,,"Customizable Food, Elaborate Menu, Fresh Food, Good Quality",300
Classic Fast Food Centre,"Hazra, Kolkata","128, Ward 73, Hazra Road, Hazra, Kolkata",0,0,0,4,361,,"Biryani, Mutton, Rice, Chicken",,100
Gopala's,"Hazra, Kolkata","8/1A, Opposite Paramount Nursing Home, Hazra, Kolkata",1,1,17,4.2,466,"No onion, No garlic, Pure Veg.",,"Best in Service, Quality of Food, Excellent Food, Quantity, Price",700
Dakshin Masala,"Chandni Chowk, Kolkata","1, B N Sarkar Saran, Chandni Chowk, Kolkata",0,1,0,4,314,,,"Proper Packaging, Portion Size, Great Portions, Quantity, Food, Taste",150
Rajasthan Bhojnalaya,"Bara Bazar, Kolkata","94, Ground Floor, Utkalmoni Gopabandhu, Bara Bazar, Kolkata",1,1,176,3.9,2914,,,"Mouth Watering Food, Polite Staff, Tasty Food, Good Food",300
Meridian Inn,"Kidderpore, Kolkata","130/1, Karl Marx Sarani, Kidderpore, Kolkata",1,0,219,4.1,802,,,"Good Portions, Cleanliness, Low Price, Polite Staff, Seating, Reasonable Price",500
Maharaja,"New Market Area, Kolkata","55A, Mirza Galib Street, New Market Area, Kolkata",1,0,101,3.9,5946,,,"Food Quantity, Worth the Money, Great Portions, Timely Service, Delicious Food, Price",200
Bijoli Grill,"Southern Avenue, Kolkata","124B, Dr Meghnad Saha Sarani, Southern Avenue, Kolkata",1,0,618,4.2,1418,Historical Fish Fries made famous by the Britishers,"Fish Orly, Vetki Paturi, Fish Florentine, Authentic Bengali Food, Daab Chingri, Fish Fries","Valet Parking, Window, Great Location, Ample Seating Area, View, Preparation",650
D'Ley,"Bara Bazar, Kolkata","16, Black Burn Lane, Bara Bazar, Kolkata",1,0,294,4.2,2481,,"Foon Mee Mein, Roasted Pork, Schezwan Chicken, Mixed Fried Rice, Noodle, Meat","Not very Crowded, Low Price, Chinese, Reasonable Prices, Polite Staff, Prompt Service",500
Tung Fong,"Park Street Area, Kolkata","25 B, Ground Floor, Karnani Mansion, Free School Street, Park Street Area, Kolkata",1,0,3717,4.3,5127,Dine under the dome and feel like dining in China!,"Spicy Hoisin Chicken, Crispy Chili Fish, Honey Prawn, Chilli Garlic Pepper Fish, Chicken Tenders, Red Pepper Fish","Attentive Service, Classy Ambience, Classy Decor, Huge Place, Courteous Service, Affordable",1000
Blakely Bakery And Confectionery,"Gariahat, Kolkata","13/10A, Ground Floor, Anil Maitra Road, Gariahat, Kolkata",0,0,0,4.3,254,,,,150
Kitchen Restaurant,"Bara Bazar, Kolkata","75, Phears Lane, Bara Bazar, Kolkata",1,0,343,4,12700,,"Paneer Manchurian, Firni, Egg, Mutton","Casual Seating Area, Economical, Great Recommendations, Perfect Presentation, Behavior, Timely Service",500
Ganguram & Sons,"Golpark, Kolkata","22/1, Gariahat Road, Ward 68, Golpark, Kolkata",1,1,176,4.4,237,,"Radhaballavi, Kulfi, Lassi, Sweets",,200
Urban Cloud,"Topsia, Kolkata","139/1G, Tiljala Road, Near OYO Townhouse 229, Topsia, Kolkata",0,0,0,3.7,398,,,,150
The Bhoj Company,"Dalhousie BBD Bagh, Kolkata","60, Hemanta Basu Sarani, Dalhousie BBD Bagh, Kolkata",1,0,1072,4.1,4050,,"Kochu Pata Chingri Bhapa, Vetki Paturi, Jhuri Alu Bhaja, Mutton Dakbunglow, Doi Katla, Gondhoraj Chicken","Bengali Music, Relaxed Atmosphere, Family Place, Affordable, Nice Staff, Good for Large Groups",500
Al-Helal Restaurant,"Park Circus Area, Kolkata","11, Beckbagan Row, Park Circus Area, Kolkata",1,0,12,3.8,729,,,,150
Zoya Biryani,"Maniktala, Kolkata","121/A, APC Road, Near Chaya Cinema, Maniktala, Kolkata",0,0,0,3.8,9845,,,,150
Jessore Local,"Ballygunge, Kolkata","13/5, Anil Maitra Road, Ballygunge, Kolkata",0,0,0,3.7,9,,,,250
Tandoori Darbar,"Hazra, Kolkata","128, Hazra Road, Near Jatin Das Park Metro, Hazra, Kolkata",1,0,664,4,2049,,"Butter Paneer, Chicken Tandoori, Butter Chicken, Naan, Kababs, Crispy Chicken","Good for Large Groups, Ample Seating Area, Staff Behaviour, Behavior, Good Ambience, Good Quality Food",750
Lebanese Junction - Steak House,"Hatibagan, Kolkata","110, Aurobindo Sarani, Near Star Theatre, Hatibagan, Kolkata",1,0,1094,4.1,7080,"Lebanese food cooked with minimal oil, making a healthier choice in some ways :P","Jumbo Chicken, Chicken Chelo Kebab, Shawarma Salad, Caramel Custard, Sunny Side, Grilled Chicken","Cozy Ambiance, Cute Little Place, Inexpensive, Healthy Food, Host, Great Recommendations",500
Calcutta Bistro,"Jadavpur, Kolkata","50A/1A, Raja S.C. Mullick Road, Near Sukanta Setu, Jadavpur, Kolkata",1,0,3480,4.2,1565,The after college hangout place,"Caribbean Drumstick, Balti Chicken, Reshmi Chicken Butter Masala, Masala Cola, Sweet Lime, Mutton Rara","Perfect Family Restaurant, Serving Staff, Gastronomical Experience, Pocket Friendly Prices, Reasonable Cost, Good for Large Groups",1000
Biggies Burger,"Ballygunge, Kolkata","1 B, Leela Roy Sarani, Ballygunge, Kolkata",1,0,45,3.8,405,,,"Amazing Interiors, Humble Staff, Awesome Spot to Hangout, Great Veg Options, Servings, Healthy and Delicious",300
The Good Bowl,"Gariahat, Kolkata","29, 1st Lane, Gariahat, Kolkata",0,0,0,4.2,983,,,,200
Rahman Biryani,"Park Circus Area, Kolkata","9/A, Chamru Khansama Lane, Park Circus Area, Kolkata",1,0,2,3.7,590,,,,250
